"Orden","OS Dominante","Producto","Doble Modem","OMS E.","E. Saydot","Cod. Tec","Fac. OK ","Estado","Sin Datos","Relacionadas","Datos B_O","Error Captura","Error Subida","Diagnostico"
"183072102","183072103","ADSL","NO","DE","PC: Completada",":","Error de diseño o facilidades no enviadas: 183072103","Ninguna_orden_se_ha_completado_ni_cancelado","NO","183072103 - RG - IPTV : DE,183072094 - RG - VSIP : DE,183072102 - RG - ADSL : DE,","NO","","",""
"183072103","","IPTV","NO","DE","PC: Completada",":","Error de diseño o facilidades no enviadas: 183072103","Ninguna_orden_se_ha_completado_ni_cancelado","NO","183072103 - RG - IPTV : DE,183072094 - RG - VSIP : DE,183072102 - RG - ADSL : DE,","NO","","",""
"182211759","182211756","ADSL","SI","DE","NV : No visita",":","Error de diseño o facilidades no enviadas: 182211760","Completadas_y_en_Proceso","NO","182211756 - TPTL - PSTN : DO,182211760 - TPTL - IPTV : DO,182211759 - TPTL - ADSL : DE,182211757 - TPTL - PSTN : DO,","NO","","",""
"181765697","181765695","ADSL","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 181765697","Completadas_y_en_Proceso","NO","181765695 - TPTL - PSTN : DO,181765698 - TPTL - PSTN : DO,181765699 - RC01 - IPTV : DO,181765697 - RG - ADSL : DE,","NO","","",""
"183663737","183663735","ADSL","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","SI","183663735 - TPTL - PSTN : DO,183663734 - TPTL - PSTN : DO,183663742 - TPTL - IPTV : DO,183663737 - TPTL - ADSL : DE,","NO","","",""
"183014915","183014912","ADSL","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","SI","183014912 - TPTL - PSTN : DO,183014911 - TPTL - PSTN : DO,183014915 - TPTL - ADSL : DE,183014922 - TPTL - IPTV : DO,","SI","","",""
"182727544","","PSTN","NO","DE","TD : PENDIENTE DISEÑO TBS","0310:NO PUERTO","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","182727544 - R016 - PSTN : DE,","SI","","NA",""
"182729472","","PSTN","NO","DE","PC: Completada",":","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","182729472 - R017 - PSTN : DE,","SI","","NA",""
"182974065","","DTH","NO","DE","TD : PENDIENTE DISEÑO TBS",":","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","182974065 - RG - DTH : DE,","SI","","",""
"182048178","","ADSL","SI","DE","NotFound","","NO","Completadas_y_en_Proceso","NO","182048179 - TPTL - PSTN : DE,182048180 - TPTL - IPTV : DE,182048177 - TPTL - PSTN : DO,182048178 - TPTL - ADSL : DE,","NO","","","Orden no cargada, esperando orden 182048178 error intentando descomponer la orden"
"182913353","","","","DE","NotFound","","NO","","NO","","NO","","","Orden no existe en Service_request en la SOA, reenviar desde OMS"
"181589089","","IPTV","SI","DE","NotFound","","OK","Completadas_y_en_Proceso","NO","181589088 - TPTL - PSTN : DO,181589091 - TPTL - PSTN : DO,181589090 - TPTL - ADSL : DO,181589089 - TPTL - IPTV : DE,","NO","","",""
"184258019","","","","DE","NotFound","","NO","","NO","","NO","","","Orden no existe en Service_request en la SOA, reenviar desde OMS"
"182669889","182669507","ADSL","NO","DE","CC : Espera de Cierre","0423:","OK","Ninguna_orden_se_ha_completado_ni_cancelado","NO","182669889 - RG - ADSL : DE,","NO","","","REPETIR CIERRE: OS: 182669889"
"184145427","184144953","ADSL","NO","DE","TD : PENDIENTE DISEÑO TBS","","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184145427 - R015 - ADSL : DE,184144953 - R015 - PSTN : DE,","NO","","","Estado no despachable en SAYDOT, luego de haber estado PD"
"184231348","184231098","ADSL","NO","DE","NT : NO TBS",":","Error de diseño o facilidades no enviadas: 184231348","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184231348 - R015 - ADSL : DE,184231098 - R015 - PSTN : DE,","NO","","","REPETIR CIERRE: OS: 184231348"
"182709328","182709325","ADSL","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","SI","182709328 - TPTL - ADSL : DE,182709325 - TPTL - PSTN : DO,182709326 - TPTL - PSTN : DO,182709329 - TPTL - IPTV : DO,","NO","","",""
"184231098","","PSTN","NO","DE","NT : NO TBS",":","Error de diseño o facilidades no enviadas: 184231348","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184231348 - R015 - ADSL : DE,184231098 - R015 - PSTN : DE,","NO","","","REPETIR CIERRE: OS: 184231348"
"184213757","","IPTV","","DE","NotFound","","NO","Completadas_y_en_Proceso","NO","184213758 - MVIP - VSIP : DO,184213756 - MVIP - ADSL : DO,184213757 - MVIP - IPTV : DE,","NO","","","Quitese no capturado"
"182177470","182177468","ADSL","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 182177470","Completadas_y_en_Proceso","NO","182177470 - TPTL - ADSL : DE,182177468 - TPTL - PSTN : DO,182177467 - TPTL - PSTN : DO,182177471 - TPTL - IPTV : DO,","NO","","",""
"184016403","184016401","DTH","NO","DE","NT : NO TBS",":","NO","Completadas_y_en_Proceso","SI","184016403 - R015 - DTH : DE,184016646 - R015 - ADSL : DO,184016401 - R015 - PSTN : DO,","SI","","",""
"184144953","","PSTN","NO","DE","TD : PENDIENTE DISEÑO TBS",":","Error de diseño o facilidades no enviadas: 184145427","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184145427 - R015 - ADSL : DE,184144953 - R015 - PSTN : DE,","NO","","","REPETIR CIERRE: OS: 184145427"
"184010231","","PSTN","NO","DE","NotFound","","NO","Completadas_y_en_Proceso","NO","184010231 - R015 - PSTN : DE,184010384 - R015 - ADSL : DO,","NO","","","Enviada a saydot y sin tracking carga"
"184107510","","ADSL","","DE","NotFound","","NO","Completadas_y_en_Proceso","NO","184107510 - MVIP - ADSL : DE,184107511 - MVIP - VSIP : DO,","NO","","","Quitese no capturado"
"184092528","","PSTN","NO","DE","PC: Completada","0101:COMPLETADA OK","OK","Completadas_y_en_Proceso","NO","184092528 - R015 - IPTV : DO,184091714 - R015 - PSTN : DE,184092523 - R015 - ADSL : DO,","NO","","",""
"184010417","184010412","DTH","NO","DE","NT : NO TBS",":","NO","Completadas_y_en_Proceso","SI","184010766 - R015 - ADSL : DO,184010417 - R015 - DTH : DE,184010412 - R015 - PSTN : DO,","SI","","",""
"184102324","184096123","ADSL","NO","DE","PC : Pendiente de Cierre en OMS","0101:COMPLETADA OK","Error de diseño o facilidades no enviadas: 184102322","Completadas_y_en_Proceso","NO","184096123 - R015 - PSTN : DE,184102324 - R015 - IPTV : DO,184102322 - R015 - ADSL : DE,","NO","","",""
"184106816","184106302","ADSL","NO","CA","XC : Pendiente de Cancelar","0210:CLIENTE NO LE    INTERESA","OK","Cancelada_y_en_Proceso","NO","184106816 - R015 - ADSL : CA,184106302 - R015 - VSIP : DE,","NO","","",""
"184102324","","PSTN","NO","DE","PC : Pendiente de Cierre en OMS","0101:COMPLETADA OK","Error de diseño o facilidades no enviadas: 184102322","Completadas_y_en_Proceso","NO","184096123 - R015 - PSTN : DE,184102324 - R015 - IPTV : DO,184102322 - R015 - ADSL : DE,","NO","","",""
"184106302","","VSIP","NO","DE","XC : Pendiente de Cancelar","0210:CLIENTE NO LE    INTERESA","OK","Cancelada_y_en_Proceso","NO","184106816 - R015 - ADSL : CA,184106302 - R015 - VSIP : DE,","NO","","",""
"183975543","","ADSL","","DC","NotFound","","NO","Canceladas_Total","NO","183975543 - R015 - ADSL : DC,","NO","","",""
"183842686","183842189","ADSL","NO","DE","NotFound",":","OK","Ninguna_orden_se_ha_completado_ni_cancelado","NO","183842686 - R015 - ADSL : DE,183842189 - R015 - VSIP : DE,","NO","","",""
"183842189","","VSIP","NO","DE","NotFound","","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","183842686 - R015 - ADSL : DE,183842189 - R015 - VSIP : DE,","NO","","","Enviada a saydot y sin tracking carga"
"183277851","","PSTN","NO","DE","TD : PENDIENTE DISEÑO TBS","0216:HACER CITA A SOLICITUD DEL CLIENTE.","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","183277851 - R015 - PSTN : DE,","SI","","NA",""
"182486320","182486307","DTH","NO","DE","NT : NO TBS",":","NO","Completadas_y_en_Proceso","SI","182486320 - R015 - DTH : DE,182486307 - R015 - PSTN : DO,182486609 - R015 - ADSL : DO,","SI","","",""
"183948815","","IPTV","","DE","NotFound","","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","183948816 - MVIP - VSIP : DE,183948815 - MVIP - IPTV : DE,183948814 - MVIP - ADSL : DE,","NO","","","Quitese no capturado"
"184057262","184057253","DTH","NO","DE","NT : NO TBS",":","NO","Completadas_y_en_Proceso","SI","184057658 - R112 - ADSL : DO,184057262 - R015 - DTH : DE,184057253 - R015 - PSTN : DO,","SI","","",""
"180699440","","PSTN","","DO","NotFound","","NO","Completadas_Total","NO","180699464 - R015 - ADSL : DO,180699440 - R015 - PSTN : DO,180699465 - R015 - IPTV : DO,","NO","","",""
"183052606","183052604","DTH","NO","DE","NT : NO TBS",":","NO","Completadas_y_en_Proceso","SI","183052604 - R015 - PSTN : DO,183052794 - R015 - ADSL : DO,183052606 - R015 - DTH : DE,","SI","","",""
"184052025","","ADSL","","DE","NotFound","","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184052024 - R001 - PSTN : DE,184052025 - MVIP - ADSL : DE,","NO","","","Quitese no capturado"
